Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score
1e-05	32	16	16	2	2	0
0.00068	44	22	22	2	2	0
0.00135	60	30	30	2	2	0
0.00202	71	38	33	7	2	0
0.00269	80	46	36	9	3	0
0.00271	86	50	39	9	3	0
0.00274	88	51	40	9	3	0
0.00336	94	59	41	12	3	0
0.00338	100	64	44	12	3	0
0.0034	102	65	45	12	3	0
0.00345	106	67	47	12	3	0
0.00404	112	78	50	12	3	0
0.00406	116	89	51	12	3	0
0.00409	120	91	53	12	3	0
0.00471	141	110	61	12	5	0
0.00473	143	117	62	12	5	0
0.00476	143	118	61	12	5	-0.0910994
0.00539	156	139	67	12	5	-0.0987327
0.00541	160	145	69	12	5	-0.107594
0.00543	163	148	70	12	6	-0.112503
0.00545	164	149	70	12	6	-0.109174
0.00607	164	156	70	12	6	-0.107405
0.00609	169	160	72	12	6	-0.105567
0.00625	170	161	72	12	6	-0.103656
0.00673	179	170	76	12	6	-0.0977782
0.00675	187	177	79	12	6	-0.091389
0.00677	187	179	79	12	6	-0.084423
0.0068	193	182	82	12	6	-0.0783416
0.00683	197	184	84	12	6	-0.074768
0.00741	201	186	86	12	6	-0.0708166
0.00743	205	189	87	12	6	-0.0664301
0.00746	205	190	87	12	6	-0.0717177
0.00748	205	192	87	12	6	-0.0771255
0.00809	213	201	89	12	6	-0.0826437
0.00811	217	208	90	12	7	-0.0840709
0.00814	219	209	91	12	7	-0.0855554
0.00817	219	211	91	12	7	-0.0895387
0.00833	219	212	91	12	7	-0.0935913
0.00876	222	217	91	12	7	-0.097715
0.00878	226	220	92	12	7	-0.101899
0.00882	228	223	93	12	7	-0.106156
0.00884	230	224	94	12	7	-0.111361
0.00887	232	226	95	12	7	-0.116657
0.00943	233	228	94	12	8	-0.118011
0.00945	237	237	91	12	11	-0.112982
0.00947	240	243	92	12	11	-0.107581
0.00949	248	247	95	12	11	-0.101791
0.00955	248	248	95	12	11	-0.0956723
0.00959	250	249	96	12	11	-0.0882934
0.00966	250	250	96	12	11	-0.0804136
0.01012	257	258	99	12	11	-0.0699414
0.01014	261	261	100	12	11	-0.0614613
0.01016	266	268	102	12	11	-0.052457
0.01019	267	271	102	12	11	-0.0430846
0.01022	270	273	103	12	11	-0.0355125
0.01025	273	274	104	12	11	-0.0274909
0.01032	273	275	104	12	11	-0.0181097
0.0108	275	284	103	12	12	-0.00459008
0.01082	277	290	103	12	12	0.0100224
0.01084	282	297	104	13	12	0.0230981
0.01091	282	299	104	13	12	0.0331966
0.01093	284	301	105	13	12	0.0364807
0.01147	285	310	105	13	12	0.0396607
0.01149	293	326	105	13	12	0.0428433
0.01151	300	338	106	15	13	0.041239
0.01153	308	349	109	15	13	0.0399433
0.01155	313	354	110	17	13	0.0340917
0.01157	315	356	110	17	13	0.0281362
0.01162	317	358	111	17	13	0.0243755
0.01165	318	359	111	17	13	0.0212938
0.01216	324	372	112	17	15	0.024106
0.01218	330	379	113	17	15	0.0269683
0.0122	335	387	114	18	15	0.0266795
0.01222	336	391	114	19	15	0.0238423
0.01225	337	393	114	19	15	0.0220709
0.01227	337	394	114	19	15	0.0222886
0.01229	339	395	115	19	15	0.0243139
0.01233	343	398	117	19	15	0.0279276
0.01237	344	400	117	19	15	0.0300709
0.01242	345	401	117	19	15	0.0321766
0.01283	347	406	117	19	17	0.0386615
0.01285	350	416	117	20	18	0.0443122
0.01287	357	436	119	21	18	0.0493671
0.01289	358	447	119	21	18	0.0561648
0.01291	364	457	121	23	18	0.062353
0.01293	367	461	121	24	18	0.0653269
0.01297	368	462	121	24	18	0.0689289
0.01308	369	463	121	24	18	0.0702442
0.01352	373	471	122	24	19	0.0754664
0.01354	378	492	122	24	19	0.0800002
0.01356	382	503	122	27	19	0.0807181
0.01358	387	523	122	31	20	0.0774831
0.0136	392	528	124	31	20	0.0788507
0.01362	395	532	125	32	20	0.0771917
0.01364	395	535	125	32	20	0.0718634
0.01366	397	536	126	32	20	0.0692322
0.01393	397	537	126	32	20	0.0636319
0.0142	399	544	126	32	22	0.0605121
0.01422	403	556	127	32	23	0.0622856
0.01424	412	578	129	34	23	0.0687787
0.01426	417	593	130	34	23	0.0716403
0.01428	419	602	130	36	23	0.0673968
0.0143	422	606	131	37	23	0.0704065
0.01432	423	608	131	38	23	0.064288
0.01435	426	609	132	38	23	0.0665393
0.01438	426	610	132	38	23	0.0593589
0.01441	427	611	132	38	23	0.0523893
0.01443	431	613	134	38	23	0.0695473
0.01448	433	614	135	38	23	0.0797608
0.01462	433	615	135	38	23	0.0754998
0.01488	436	620	135	38	24	0.0729553
0.0149	444	634	136	38	25	0.0883136
0.01492	453	653	138	40	26	0.128158
0.01494	459	672	140	41	26	0.179996
0.01496	462	682	140	41	27	0.178804
0.01498	465	689	141	41	27	0.208723
0.015	466	695	141	41	27	0.2068
0.01502	466	697	141	41	27	0.204882
0.01504	466	699	141	41	27	0.203787
0.01506	467	700	141	41	28	0.204226
0.01508	470	701	142	41	29	0.242493
0.01511	472	702	143	41	29	0.284662
0.01513	472	703	143	41	29	0.284955
0.01517	472	704	143	41	29	0.285483
0.01557	474	712	143	41	29	0.285649
0.01559	477	725	144	41	30	0.330597
0.01561	484	751	145	43	32	0.380075
0.01563	490	772	146	44	32	0.432416
0.01565	495	790	147	46	32	0.485809
0.01567	500	800	148	46	32	0.541921
0.01569	501	806	148	47	32	0.538292
0.01571	502	810	148	47	33	0.535047
0.01573	504	814	148	47	34	0.532716
0.01576	506	817	149	47	34	0.591084
0.01579	506	818	149	47	34	0.5887
0.01582	506	819	149	47	34	0.585182
0.01619	506	820	149	47	34	0.581611
0.01625	512	831	151	47	35	0.697123
0.01627	514	844	149	47	38	0.577281
0.01629	525	870	152	49	39	0.749452
0.01631	528	893	150	49	40	0.635575
0.01633	534	906	150	49	44	0.637241
0.01635	537	919	151	49	45	0.697282
0.01637	539	930	151	50	45	0.698128
0.01639	540	938	151	50	46	0.699896
0.01641	544	942	152	50	46	0.756899
0.01643	544	944	152	50	46	0.759459
0.01647	544	945	152	50	46	0.762456
0.01649	546	948	152	50	46	0.765047
0.01693	546	952	152	50	46	0.767496
0.01695	547	964	152	50	46	0.770008
0.01697	560	993	155	50	50	0.898453
0.01699	564	1014	156	52	50	0.927639
0.01701	571	1043	155	53	52	0.908088
0.01703	578	1064	156	55	53	0.937657
0.01705	578	1074	156	55	53	0.940939
0.01707	582	1088	156	55	54	0.945187
0.01709	587	1097	157	55	54	0.965952
0.01711	590	1103	158	55	55	0.979267
0.01713	590	1104	158	55	55	0.98146
0.01715	590	1109	158	55	55	0.984028
0.01721	592	1111	158	55	55	0.985957
0.01729	593	1112	158	55	55	0.987905
0.0176	593	1113	158	55	55	0.989872
0.01762	596	1120	158	55	55	0.991859
0.01764	603	1137	159	56	55	0.999271
0.01766	614	1164	160	58	57	1.00309
0.01768	621	1192	161	60	59	1.00683
0.0177	626	1226	157	63	61	0.986488
0.01772	629	1249	156	64	61	0.969784
0.01774	636	1271	157	65	61	0.987236
0.01776	642	1283	158	66	62	0.998606
0.01778	643	1291	157	66	62	0.988172
0.0178	646	1298	158	66	63	1
0.01782	647	1308	158	66	63	1.00131
0.01785	649	1311	159	66	63	1.00832
0.01788	649	1312	159	66	63	1.00929
0.0179	654	1314	161	66	64	1.01502
0.01795	655	1316	161	66	64	1.01703
0.01798	655	1317	161	66	64	1.01902
0.0183	655	1320	161	66	64	1.02074
0.01832	655	1327	161	66	64	1.02245
0.01834	658	1353	161	66	66	1.02557
0.01836	663	1392	160	72	66	1.02425
0.01838	672	1429	159	76	69	1.02084
0.0184	675	1462	157	77	71	1.07671
0.01842	678	1493	156	80	71	1.1321
0.01844	680	1514	156	81	72	1.2046
0.01846	683	1534	156	81	73	1.27793
0.01848	687	1546	156	83	73	1.35053
0.0185	689	1552	156	84	73	1.41006
