Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score
1e-05	9	6	4	3	2	0
0.00058	15	9	7	3	2	0
0.00114	22	14	10	3	3	0
0.00118	22	15	10	3	3	1.10273
0.00171	34	31	10	11	5	1.09799
0.00176	34	35	9	14	5	0.806992
0.00227	48	61	8	24	8	0.146285
0.00234	49	63	8	25	8	0.141034
0.00284	66	97	8	37	8	0.118119
0.00292	66	100	8	37	8	0.115249
0.00341	75	133	8	45	8	0.0983131
0.00351	75	137	8	45	8	0.0864799
0.00398	90	200	8	58	9	0.0806599
0.004	90	201	8	58	9	0.0757174
0.00409	90	204	8	58	9	0.0760983
0.00454	102	265	9	65	9	0.707323
0.00456	102	268	9	65	9	0.697916
0.00468	102	274	9	65	9	0.689031
0.00472	103	275	9	65	9	0.680623
0.00511	114	333	9	72	12	0.676486
0.00513	114	337	8	72	12	0.0335119
0.00526	114	343	8	72	12	0.0285539
0.00568	124	430	9	75	17	0.671516
0.0057	124	432	9	75	17	0.672448
0.00585	124	439	9	75	17	0.673532
0.00625	129	549	8	77	21	0.0460095
0.00627	129	559	8	77	21	0.0492959
0.00643	129	563	8	77	21	0.0529
0.0065	129	565	8	77	21	0.0568703
0.00682	136	688	8	82	23	0.0575737
0.00684	136	710	8	82	23	0.0550851
0.00702	136	712	8	82	23	0.0514077
0.00709	136	714	8	82	23	0.0480377
0.00739	142	828	8	84	26	0.0494291
0.00741	143	865	8	84	27	0.0533431
0.00761	144	870	8	85	27	0.0568491
0.00769	144	872	8	85	27	0.0605864
0.00796	145	974	8	86	27	0.0609654
0.00798	145	1053	8	86	27	0.0603509
0.00819	145	1057	8	86	27	0.0600464
0.00828	145	1060	8	86	27	0.056282
0.0083	145	1062	8	86	27	0.0528204
0.00853	145	1139	8	86	27	0.0493587
0.00855	148	1232	8	86	30	0.0517553
0.00857	148	1237	8	86	30	0.0542779
0.00878	148	1240	8	86	30	0.0545871
0.00887	148	1242	8	86	30	0.0549135
0.0089	148	1243	8	86	30	0.0524984
0.0091	151	1288	7	88	33	-0.0156814
0.00912	151	1383	7	88	33	-0.0135254
0.00914	151	1389	7	88	33	-0.01129
0.00938	151	1392	7	88	33	-0.00897087
0.00968	152	1475	7	89	33	-0.0092684
0.0097	153	1543	7	89	33	-0.00956425
0.00972	153	1547	7	89	33	-0.00985844
0.01006	153	1550	7	89	33	-0.00898413
0.01008	153	1552	7	89	33	-0.00781729
0.01024	153	1564	7	89	33	-0.00665044
0.01026	153	1652	6	92	33	-0.0120637
0.01028	155	1688	7	92	33	-0.00842972
0.0103	155	1689	7	92	33	-0.00929742
0.01056	155	1690	7	92	33	-0.010151
0.01065	155	1691	7	92	33	-0.012129
0.01067	155	1694	7	92	33	-0.0141071
0.01082	155	1745	7	92	33	-0.0160852
0.01084	157	1840	7	92	35	-0.0146661
0.01086	157	1857	7	92	35	-0.0132054
0.01088	157	1859	7	92	35	-0.011701
0.01113	157	1860	7	92	35	-0.010151
0.01116	157	1861	7	92	35	-0.010151
0.01125	157	1863	7	92	35	-0.010151
0.01128	157	1864	7	92	35	-0.010151
0.0113	157	1865	7	92	35	-0.010151
0.0114	157	1911	7	92	35	-0.010151
0.01142	159	1978	8	92	35	0.0597436
0.01144	159	1985	8	92	35	0.0597436
0.01146	159	1986	8	92	35	0.0597436
0.01185	159	1988	8	92	35	0.0597436
0.01187	159	1990	8	92	35	0.0582284
0.01196	159	1996	8	92	35	0.0567132
0.01198	159	2062	8	92	35	0.055198
0.012	160	2112	6	93	37	-0.0181141
0.01202	160	2121	6	93	37	-0.0169908
0.01232	160	2122	6	93	37	-0.0154741
0.01234	160	2123	6	93	37	-0.0148435
0.01254	160	2147	6	93	37	-0.015392
0.01256	161	2230	6	94	37	-0.0174579
0.01258	163	2282	6	94	38	-0.0179317
0.0126	163	2284	6	94	38	-0.0184093
0.01266	164	2285	6	94	39	-0.0182079
0.01292	164	2286	6	94	39	-0.0177242
