Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score
1e-05	39	59	8	20	5	0
0.00155	72	189	10	38	8	0
0.00309	94	295	12	49	14	0
0.00311	103	384	13	52	17	-0.733575
0.00464	120	599	10	64	21	-1.62448
0.00466	120	636	10	64	21	-1.12527
0.00619	130	824	8	69	27	-0.498998
0.00621	134	937	8	72	27	-0.0636754
0.00623	136	958	8	73	27	0.140599
0.00625	136	959	8	73	27	0.358092
0.00774	142	1128	7	81	28	-0.073561
0.00776	150	1249	8	83	31	-0.080678
0.00778	150	1314	8	83	31	-0.0632553
0.00781	150	1328	8	83	31	-0.0164553
0.00783	150	1329	8	83	31	0.140202
0.00851	150	1330	8	83	31	0.102169
0.00929	151	1373	8	84	31	0.012109
0.00931	156	1524	8	86	32	-0.0419684
0.00933	158	1600	8	87	33	0.0982783
0.00935	158	1643	8	87	33	0.239604
0.00937	158	1644	8	87	33	0.329594
0.0094	158	1650	7	91	33	0.28584
0.00943	158	1651	7	91	33	0.160347
0.01085	159	1682	7	91	34	0.167214
0.01087	166	1810	9	94	34	0.0336326
0.01089	168	1886	8	95	35	0.0628696
0.01091	168	1948	8	95	35	0.0923518
0.01093	168	1971	8	95	35	0.0665853
0.01095	168	1975	8	95	35	0.10098
0.01097	168	1976	8	95	35	0.0320839
0.011	168	1979	8	95	35	-0.222303
0.01242	168	2000	8	95	35	-0.47669
0.01244	170	2094	8	95	36	-0.615484
0.01246	171	2208	7	95	39	-0.437257
0.01248	171	2264	7	95	39	-0.249325
0.0125	171	2277	7	95	39	-0.111615
0.01252	171	2279	7	95	39	-0.0230336
0.01254	171	2287	7	95	39	-0.0850405
0.01398	172	2303	7	95	40	-0.0394128
0.014	172	2352	7	95	40	-0.109821
0.01402	172	2452	7	95	40	-0.181126
0.01404	172	2533	7	95	40	-0.253345
0.01406	172	2553	6	95	42	-0.167965
0.01408	172	2583	6	95	42	-0.0805034
0.0141	172	2590	6	95	42	0.0349039
0.01415	172	2592	6	95	42	0.153196
0.01556	172	2611	6	95	42	0.179305
0.01558	173	2668	6	96	42	0.159569
0.0156	173	2756	6	96	42	0.139937
0.01562	173	2803	6	96	42	0.120408
0.01564	173	2843	6	96	42	0.10098
0.01566	173	2858	6	96	42	0.10098
0.01568	173	2861	6	96	42	0.10098
0.0157	173	2866	6	96	42	0.126816
0.01578	173	2867	6	96	42	0.0943709
0.01633	173	2868	6	96	42	0.0619254
0.01673	174	2869	6	97	42	-0.0154302
0.01713	175	2873	6	97	43	0.00853912
0.01715	175	2895	6	97	43	0.0326659
0.01717	175	2953	6	97	43	0.0569516
0.01719	177	3003	7	97	43	0.10098
0.01721	177	3057	7	97	43	0.10098
0.01723	177	3072	7	97	43	0.10098
0.01725	177	3096	7	97	43	0.10098
0.01727	177	3101	7	97	43	0.10098
0.01731	177	3104	7	97	43	0.10098
0.01843	177	3105	7	97	43	0.10098
0.01871	177	3107	7	97	43	0.10098
0.01873	177	3119	7	97	43	0.10098
0.01875	177	3154	7	97	43	0.10098
0.01877	179	3193	8	97	43	0.10098
0.01879	179	3232	8	97	43	0.10098
0.01881	179	3251	8	97	43	0.10098
0.01883	179	3271	8	97	43	0.10098
0.01885	179	3273	8	97	43	0.10098
0.01887	179	3286	8	97	43	0.10098
0.01889	179	3289	8	97	43	0.10098
0.01891	179	3290	8	97	43	0.10098
0.01895	179	3291	8	97	43	0.10098
0.0203	179	3296	8	97	43	0.10098
0.02032	179	3305	8	97	43	0.10098
0.02034	179	3320	8	97	43	0.10098
0.02036	179	3342	8	97	43	0.10098
0.02038	179	3371	8	97	43	0.10098
0.0204	179	3392	8	97	43	0.10098
0.02042	179	3401	8	97	43	0.10098
0.02044	179	3425	8	97	43	0.10098
0.02047	179	3426	8	97	43	0.10098
0.02051	179	3427	8	97	43	0.10098
0.0219	179	3433	8	97	43	0.10098
0.02192	179	3440	8	97	43	0.10098
0.02194	179	3456	8	97	43	0.10098
0.02196	179	3471	8	97	43	0.10098
0.02198	179	3493	8	97	43	0.10098
0.022	179	3502	8	97	43	0.10098
0.02202	179	3515	8	97	43	0.10098
0.02204	179	3521	8	97	43	0.10098
0.02206	179	3522	8	97	43	0.10098
0.02208	179	3535	8	97	43	0.10098
0.02211	179	3536	8	97	43	0.10098
0.0235	179	3543	8	97	43	0.10098
0.02352	179	3554	8	97	43	0.10098
0.02354	179	3568	8	97	43	0.10098
0.02356	179	3580	8	97	43	0.10098
0.02358	179	3594	8	97	43	0.10098
0.0236	179	3614	8	97	43	0.10098
0.02362	179	3628	8	97	43	0.10098
0.02365	179	3638	8	97	43	0.10098
0.02367	179	3639	8	97	43	0.10098
0.02369	179	3641	8	97	43	0.10098
0.02372	179	3643	8	97	43	0.10098
0.02509	179	3645	8	97	43	0.10098
0.02513	179	3658	8	97	43	0.10098
0.02515	179	3660	8	97	43	0.10098
0.02517	179	3672	8	97	43	0.10098
0.02519	179	3684	8	97	43	0.10098
0.02521	179	3691	8	97	43	0.10098
0.02523	179	3704	8	97	43	0.10098
0.02525	179	3709	8	97	43	0.10098
0.02527	179	3710	8	97	43	0.10098
0.02529	179	3715	8	97	43	0.10098
0.02533	179	3717	8	97	43	0.10098
0.02666	179	3719	8	97	43	0.10098
0.02669	179	3721	8	97	43	0.10098
0.02671	179	3726	8	97	43	0.12655
0.02674	179	3731	8	97	43	0.433388
0.02676	179	3735	8	97	43	0.740227
0.02678	180	3742	8	98	43	1
0.0268	180	3753	7	109	43	0.750429
0.02682	180	3756	7	109	43	0.51536
0.02684	180	3760	7	109	43	0.293566
0.02686	180	3765	7	109	43	0.10098
0.02688	180	3771	7	109	43	0.10098
0.02694	180	3774	7	109	43	0.10098
0.02832	180	3776	7	109	43	0.10098
0.02834	180	3780	7	109	43	0.10098
0.02836	180	3784	7	109	43	0.10098
0.02838	180	3789	7	109	43	0.10098
0.0284	180	3793	7	109	43	0.10098
0.02842	180	3799	7	109	43	0.10098
0.02844	180	3801	7	109	43	0.10098
0.02846	180	3807	7	109	43	0.10098
0.02848	180	3809	7	109	43	0.10098
0.02852	180	3813	7	109	43	0.10098
0.02854	180	3816	7	109	43	0.10098
0.02991	180	3819	7	109	43	-2.37929
0.02995	180	3820	7	109	43	-4.85957
0.02997	180	3824	7	109	43	0
