Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score
1e-05	73	212	10	48	4	0
0.00175	95	454	11	56	8	0
0.00296	95	477	11	56	8	0
0.00307	97	493	11	58	8	0.928311
0.00309	98	499	11	59	8	0.916761
0.0032	99	521	11	60	8	0.877295
0.0035	116	834	9	65	18	-0.0432421
0.00352	116	838	9	65	18	-0.0387694
0.00437	116	840	9	65	18	-0.0312031
0.00524	120	1056	8	67	24	-0.0655951
0.00526	129	1160	7	74	29	-0.0581497
0.00528	130	1217	7	75	29	-0.0453563
0.0053	131	1220	7	75	30	-0.0261621
0.00533	131	1222	7	75	30	-0.0204264
0.00589	131	1234	7	75	30	-0.0193746
0.00593	131	1242	7	75	30	-0.0175975
0.00611	131	1252	7	75	30	-0.0175975
0.00615	131	1256	7	75	30	-0.0175975
0.00617	131	1260	7	75	30	-0.0175975
0.0062	131	1261	7	75	30	-0.0175975
0.0064	131	1263	7	75	30	-0.0175975
0.00644	131	1268	7	75	30	-0.0175975
0.0065	131	1274	7	75	30	-0.0238983
0.00655	131	1283	7	75	30	-0.0293591
0.00657	131	1285	7	75	30	-0.0331396
0.00699	136	1407	7	75	33	-0.0260865
0.00701	137	1542	7	76	33	-0.0193521
0.00703	139	1575	7	78	33	-0.0154837
0.00705	139	1614	7	78	33	-0.0115018
0.00707	141	1622	7	79	33	-0.0154606
0.00767	141	1623	7	79	33	-0.0186622
0.00786	141	1635	7	79	33	-0.0205096
0.00875	143	1740	7	80	34	0.242778
0.00877	143	1856	7	80	34	0.508993
0.00879	143	1899	7	80	34	0.777518
0.00881	143	1922	6	114	10	0.287851
0.00884	143	1935	6	114	10	0.118902
0.00887	143	1941	6	114	10	0.0335845
0.00889	143	1942	6	114	10	-0.0178789
0.00893	143	1944	6	114	10	-0.0178789
0.00925	143	1946	6	114	10	-0.0178789
0.00961	143	1949	6	114	10	-0.0178789
0.00964	143	1954	6	114	10	-0.0178789
0.00967	143	1955	6	114	10	-0.017271
0.00972	143	1957	6	114	10	-0.016663
0.01031	143	1958	6	114	10	-0.016055
0.01051	146	2032	7	115	10	-0.0156258
0.01053	146	2078	6	115	10	-0.0157603
0.01055	146	2130	6	115	10	-0.0156139
0.01057	147	2153	6	116	10	-0.0165258
0.01059	147	2171	6	116	10	-0.0163787
0.01061	147	2175	6	116	10	-0.0162323
0.01063	147	2178	6	116	10	-0.0160864
0.01065	148	2187	6	117	10	-0.0165375
0.01068	148	2189	6	117	10	-0.0169865
0.01077	148	2190	6	117	10	-0.0232083
0.01138	148	2192	6	117	10	-0.0294036
0.01142	148	2194	6	117	10	-0.0351659
0.01227	149	2227	5	118	11	-0.0300369
0.01229	149	2275	5	118	11	-0.0246672
0.01231	149	2318	5	118	11	-0.0190595
0.01233	151	2367	5	120	11	-0.0152644
0.01235	151	2376	5	120	11	-0.0161491
0.01237	151	2382	5	120	11	-0.0170264
0.01239	151	2388	5	120	11	-0.0178964
0.01243	151	2392	5	120	11	-0.0178964
0.01285	151	2393	5	120	11	-0.0178964
0.01308	151	2395	5	120	11	-0.0178964
0.0131	151	2398	5	120	11	-0.0178964
0.01314	151	2400	5	120	11	-0.0178964
0.01316	151	2401	5	120	11	-0.0178964
0.01318	151	2402	5	120	11	-0.0173189
0.01322	151	2403	5	120	11	-0.0167413
0.01404	151	2417	5	120	11	-0.0161637
0.01406	152	2448	5	121	11	-0.0165996
0.01408	152	2475	5	121	11	-0.0170337
0.0141	152	2500	5	121	11	-0.0174659
0.01412	152	2512	5	121	11	-0.0178964
0.01414	152	2525	5	121	11	-0.0178964
0.01416	152	2526	5	121	11	-0.0178964
0.01418	152	2529	5	121	11	-0.0178964
0.01421	152	2530	5	121	11	-0.0178964
0.01426	152	2531	5	121	11	-0.0178964
0.01428	152	2532	5	121	11	-0.0178964
0.01478	152	2533	5	121	11	-0.0173236
0.01485	152	2534	5	121	11	-0.016178
0.01492	152	2535	5	121	11	-0.0150324
0.01581	153	2544	5	122	11	-0.0148954
0.01583	154	2564	5	123	11	-0.0151924
0.01585	154	2580	5	123	11	-0.0154869
0.01587	154	2598	5	123	11	-0.015779
0.01589	155	2618	5	124	11	-0.0166311
0.01591	155	2641	5	124	11	-0.0170546
0.01593	155	2643	5	124	11	-0.0174764
0.01595	155	2651	5	124	11	-0.0178964
0.01598	155	2652	5	124	11	-0.0178964
0.016	155	2657	5	124	11	-0.0178964
0.01602	155	2660	5	124	11	-0.0178964
0.01604	155	2661	5	124	11	-0.0178964
0.01612	155	2665	5	124	11	-0.0178964
0.01629	155	2666	5	124	11	-0.0178964
0.01633	155	2667	5	124	11	-0.0178964
0.01668	155	2668	5	124	11	-0.0178964
0.01674	157	2669	6	124	11	-0.0178789
0.01713	157	2670	6	124	11	-0.01732
0.01758	157	2674	6	124	11	-0.0162021
0.0176	157	2684	6	124	11	-0.0150842
0.01762	158	2696	6	125	11	-0.00937213
0.01764	159	2706	6	126	11	-0.00412816
0.01766	159	2715	6	126	11	0.00107396
0.01768	159	2734	5	136	11	-0.00371029
0.0177	160	2747	5	137	11	-0.00878719
0.01772	160	2757	5	137	11	-0.0132413
0.01775	160	2761	5	137	11	-0.0175163
0.01777	160	2764	5	137	11	-0.0173905
0.01779	160	2765	5	137	11	-0.0168846
0.01782	160	2766	5	137	11	-0.0163787
0.01784	161	2767	5	138	11	-0.0167602
0.01786	161	2768	5	138	11	-0.0171403
0.01861	161	2769	5	138	11	-0.0175191
0.01863	161	2770	5	138	11	-0.0178964
0.01936	161	2776	5	138	11	-0.0178964
0.01938	161	2783	5	138	11	-0.0178964
0.0194	161	2788	5	138	11	-0.0178964
0.01942	161	2794	5	138	11	-0.0178964
0.01944	161	2804	5	138	11	-0.0178964
0.01946	161	2826	5	138	11	-0.0178964
0.01948	161	2848	5	138	11	-0.0168919
0.0195	161	2863	5	138	11	-0.0158875
0.01952	161	2870	5	138	11	-0.014883
0.01955	161	2877	4	140	11	-0.0156456
0.01957	161	2879	4	140	11	-0.0164016
0.0196	161	2880	4	140	11	-0.0171523
0.01962	161	2882	4	140	11	-0.0174025
0.01966	161	2883	4	140	11	-0.0169074
0.01981	161	2884	4	140	11	-0.0164123
0.01986	162	2886	4	141	11	-0.0167856
0.01991	162	2887	4	141	11	-0.0171576
0.02115	162	2893	4	141	11	-0.0175282
0.02117	162	2900	4	141	11	-0.0178975
0.02119	162	2902	4	141	11	-0.0178975
0.02121	162	2908	4	141	11	-0.0139651
0.02123	162	2914	4	141	11	-0.0100326
0.02125	162	2925	4	141	11	-0.00610017
0.02127	162	2951	3	149	11	-0.00917332
0.02129	162	2955	3	149	11	-0.0121616
0.02131	162	2958	3	149	11	-0.0150686
0.02133	162	2963	3	149	11	-0.0178976
0.02139	162	2965	3	149	11	-0.0178976
0.02147	162	2969	3	149	11	-0.0174324
0.0227	162	2970	3	149	11	-0.0169673
0.02272	162	2971	3	149	11	-0.0160369
0.02284	163	2972	3	150	11	-0.015924
0.02294	163	2975	3	150	11	-0.0158114
0.02296	164	2981	3	151	11	-0.0165114
0.02298	164	2987	3	151	11	-0.0172068
0.023	164	2996	3	151	11	-0.0175528
0.02302	164	2999	3	151	11	-0.0178976
0.02304	164	3006	3	151	11	-0.0178976
0.02306	164	3015	3	151	11	-0.0178976
0.02309	164	3020	3	151	11	-0.0178976
0.02311	164	3024	3	151	11	-0.0178976
0.02313	164	3029	3	151	11	-0.0178976
0.02315	164	3031	3	151	11	-0.0178976
0.02317	164	3036	3	151	11	-0.0178976
0.02321	164	3037	3	151	11	-0.0178976
0.02327	164	3038	3	151	11	-0.0178976
0.02474	164	3039	3	151	11	-0.0178976
0.02476	164	3044	3	151	11	-0.0178976
0.02478	164	3047	3	151	11	-0.0178976
0.0248	164	3052	3	151	11	-0.0178976
0.02484	164	3055	3	151	11	-0.0178976
0.02486	164	3060	3	151	11	-0.0178976
0.02488	164	3072	3	151	11	-0.0178976
0.0249	164	3076	3	151	11	-0.0178976
0.02492	164	3081	3	151	11	-0.0178976
0.02494	164	3086	3	151	11	-0.0178976
0.02496	164	3093	3	151	11	-0.0178976
0.02498	164	3095	3	151	11	-0.0178976
0.025	164	3096	3	151	11	-0.0178976
0.02514	164	3097	3	151	11	-0.0178976
0.02584	164	3098	3	151	11	-0.0178976
0.02604	164	3100	3	151	11	-0.0178976
0.02615	164	3101	3	151	11	-0.0178976
0.02638	164	3102	3	151	11	-0.0178976
0.02643	164	3103	3	151	11	-0.0178976
0.02647	164	3104	3	151	11	-0.0178976
0.02653	164	3107	3	151	11	-0.0178976
0.02655	164	3110	3	151	11	-0.0178976
0.02657	164	3115	3	151	11	-0.0178976
0.0266	164	3116	3	151	11	-0.0178976
0.02662	164	3125	3	151	11	-0.0178976
0.02664	164	3130	3	151	11	-0.0174386
0.02666	164	3133	3	151	11	-0.0169796
0.02668	164	3142	3	151	11	-0.0165206
0.0267	165	3145	3	152	11	-0.0168665
0.02672	165	3149	3	152	11	-0.0172114
0.02674	165	3155	3	152	11	-0.017555
0.02676	165	3159	3	152	11	-0.0178976
0.02678	165	3161	3	152	11	-0.0178976
0.0268	165	3162	3	152	11	-0.0178976
0.02683	165	3164	3	152	11	-0.0178976
0.02685	165	3166	3	152	11	-0.0178976
0.0269	165	3170	3	152	11	-0.0178976
0.02695	165	3172	3	152	11	-0.0174416
0.02726	165	3173	3	152	11	-0.0169856
0.02826	165	3175	3	152	11	-0.0165296
0.02833	166	3180	3	153	11	-0.0168733
0.02835	166	3181	3	153	11	-0.0172159
0.02838	166	3182	3	153	11	-0.0175573
0.02842	166	3187	3	153	11	0.321402
0.02845	166	3191	3	153	11	0.660701
0.02849	166	3197	3	153	11	1
0.02853	166	3211	2	164	2	0.32539
0.02855	166	3212	2	164	2	0.129722
0.02859	166	3215	2	164	2	0.0365754
0.02861	166	3216	2	164	2	-0.0178976
0.02863	166	3218	2	164	2	-0.0178976
0.02865	166	3221	2	164	2	-0.0178976
0.02867	166	3225	2	164	2	-0.0178976
0.02869	166	3231	2	164	2	-0.087207
0.02873	166	3234	2	164	2	-0.156516
0.02894	166	3235	2	164	2	0
