Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score
1e-05	109	454	18	37	17	0
0.00533	113	509	16	38	21	0
0.00536	136	966	12	61	28	0
0.00538	143	1248	7	86	31	1
0.01069	146	1334	7	88	32	0.598888
0.01072	160	1809	8	95	35	0.120832
0.01074	160	1815	7	97	35	-0.18503
0.0108	165	2067	7	99	38	-0.10836
0.0109	167	2106	8	99	38	-0.0387478
0.01092	168	2123	8	100	38	-0.00614749
0.01094	168	2125	8	100	38	0.050148
0.01608	168	2164	8	100	38	0.110469
0.0161	168	2194	8	100	38	0.132337
0.01612	168	2195	8	100	38	0.178844
0.01616	171	2590	7	105	38	0.100466
0.01618	172	2591	7	105	39	0.0536026
0.01625	173	2679	7	106	39	-0.0501265
0.01627	173	2699	7	106	39	-0.15221
0.01629	174	2708	7	106	40	-0.14347
0.01631	175	2712	7	106	41	-0.102594
0.01634	175	2828	7	106	41	-0.0507665
0.01663	175	2830	7	106	41	0.00238192
0.01665	175	2831	7	106	41	0.0287859
0.01667	175	2836	7	106	41	0.042154
0.01672	175	2838	7	106	41	0.055522
0.02151	175	2841	7	106	41	0.0688901
0.02156	176	2903	7	107	41	0.0587933
0.02158	176	2904	7	107	41	0.0487439
0.02165	176	2934	7	107	41	0.160421
0.02167	176	2949	7	107	41	0.284504
0.02169	176	3022	7	107	41	0.431755
0.02171	177	3196	5	119	42	0.372138
0.02173	178	3282	5	120	42	0.292699
0.02175	179	3283	5	121	42	0.19526
0.02195	180	3285	5	122	42	0.0817034
0.02197	180	3303	5	122	42	0.055081
0.02199	180	3318	5	122	42	0.0375149
0.02201	180	3338	5	122	42	0.0287859
0.02204	180	3339	5	122	42	0.0287859
0.02206	180	3361	5	122	42	0.0287859
0.02208	180	3364	5	122	42	0.0287859
0.02272	180	3366	5	122	42	0.00717683
0.02701	180	3367	5	122	42	-0.0144322
0.02712	180	3389	5	122	42	-0.0360413
0.02714	182	3436	5	123	43	-0.0200206
0.02716	182	3441	5	123	43	-0.00387674
0.02718	182	3444	5	123	43	0.0123916
0.02723	182	3461	5	123	43	0.0403063
0.02725	182	3500	5	123	43	0.0518268
0.02727	182	3526	5	123	43	0.0633472
0.02737	183	3585	5	124	43	0.0546543
0.02739	183	3594	5	124	43	0.0459966
0.02741	183	3618	5	124	43	0.0373739
0.02743	183	3634	5	124	43	0.0287859
0.02745	183	3643	5	124	43	0.0287859
0.02749	183	3650	5	124	43	0.0287859
0.02751	183	3652	5	124	43	0.0287859
0.02778	183	3663	5	124	43	-1.38823
0.02785	183	3669	5	124	43	-2.80524
0.02788	183	3674	5	124	43	0
