Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score
1e-05	50	25	25	2	2	0
0.00068	87	47	42	3	3	0
0.00135	114	63	55	3	3	0
0.00202	145	87	65	10	5	0
0.00204	153	91	69	10	5	0
0.00269	181	117	79	12	5	0
0.00271	193	124	85	12	5	0
0.00274	197	127	87	12	5	0
0.00276	198	128	87	12	5	0
0.00336	211	141	91	13	5	0
0.00338	224	151	96	13	6	0
0.0034	228	154	98	13	6	0
0.00345	231	156	99	13	6	0
0.00403	241	180	103	13	7	0
0.00405	252	210	107	13	7	0
0.00407	257	217	109	13	7	0
0.00409	259	219	110	13	7	0
0.00413	261	222	109	13	9	-0.207496
0.00471	273	245	112	13	9	-0.222546
0.00473	279	255	115	13	9	-0.237218
0.00475	279	257	115	13	9	-0.251527
0.00538	295	274	122	13	9	-0.252
0.0054	303	285	125	13	9	-0.252489
0.00542	308	288	127	13	9	-0.247213
0.00544	311	292	128	13	9	-0.24163
0.0055	311	294	128	13	9	-0.235714
0.00605	316	307	128	13	9	-0.229433
0.00607	325	317	131	14	9	-0.22413
0.00609	331	323	133	14	10	-0.219233
0.00611	333	325	134	14	10	-0.214072
0.00614	335	326	135	14	10	-0.210817
0.00616	337	328	136	14	10	-0.213467
0.00618	339	330	136	14	12	-0.204638
0.00624	341	332	136	14	13	-0.190678
0.00673	355	346	142	14	13	-0.175829
0.00675	372	364	148	14	13	-0.169795
0.00677	375	371	149	14	13	-0.163597
0.00679	378	374	150	14	13	-0.157207
0.00681	383	377	152	14	13	-0.150608
0.00683	387	379	154	14	13	-0.138924
0.00688	387	380	154	14	13	-0.126881
0.0069	390	381	155	14	13	-0.11443
0.00741	399	398	157	14	13	-0.10155
0.00743	400	401	157	14	13	-0.0882572
0.00745	402	409	158	14	13	-0.0744902
0.00747	404	411	159	14	13	-0.0538816
0.00749	404	412	159	14	13	-0.0322148
0.00756	405	415	159	14	14	-0.00495595
0.00758	405	416	159	14	14	0.023413
0.00809	416	439	160	14	14	0.0529786
0.00811	421	449	160	14	14	0.0736816
0.00813	424	453	161	14	14	0.0908165
0.00815	426	458	162	14	14	0.108092
0.00818	426	459	162	14	14	0.125488
0.00833	426	460	162	14	14	0.143027
0.00876	436	471	164	14	14	0.160758
0.00878	449	498	167	16	14	0.165675
0.0088	450	507	167	16	14	0.166978
0.00882	452	510	167	16	14	0.170877
0.00884	453	511	167	16	14	0.174749
0.00886	459	515	170	16	14	0.178721
0.00889	459	516	170	16	14	0.18254
0.00943	463	523	170	17	14	0.179959
0.00945	472	546	171	19	14	0.164968
0.00947	483	566	174	20	15	0.154175
0.00949	487	575	175	20	15	0.137219
0.00951	487	576	175	20	15	0.120742
0.00954	489	578	176	20	15	0.104879
0.00956	493	581	178	20	15	0.0896314
0.00959	495	582	179	20	15	0.0747817
0.00963	497	583	180	20	15	0.0604024
0.00966	498	585	180	20	15	0.0439387
0.00973	499	586	180	20	15	0.0279644
0.01011	501	598	180	20	15	0.0124579
0.01013	513	616	183	20	16	0.00984191
0.01015	522	635	185	21	16	-0.000274025
0.01017	524	644	185	21	16	-0.0106285
0.01019	534	653	189	21	16	-0.0227947
0.01021	538	661	190	21	16	-0.0354934
0.01023	540	662	191	21	16	-0.0479706
0.01032	540	663	191	21	16	-0.0586056
0.0108	546	682	191	23	17	-0.0676128
0.01082	560	705	197	23	18	-0.0694992
0.01084	570	728	200	23	18	-0.0721441
0.01086	574	734	201	23	18	-0.0762828
0.01088	578	741	203	23	18	-0.0791284
0.0109	582	746	205	23	18	-0.0814974
0.01092	584	749	206	23	18	-0.0864165
0.01095	589	753	208	23	19	-0.085135
0.01097	590	754	208	23	19	-0.0876536
0.0111	592	755	209	23	19	-0.0880186
0.01147	597	770	210	24	19	-0.0914229
0.01149	615	807	213	28	24	-0.0848342
0.01151	623	823	215	28	24	-0.0779155
0.01153	633	850	217	28	26	-0.0638515
0.01155	635	856	218	28	26	-0.0534862
0.01157	637	858	219	28	26	-0.0425048
0.01161	639	862	220	28	26	-0.0295243
0.01163	639	863	220	28	26	-0.0212588
0.01165	640	866	219	28	26	-0.0164039
0.01178	640	868	219	28	26	-0.00897449
0.01184	640	869	219	28	26	-0.00283716
0.01215	642	880	219	28	26	0.00206711
0.01217	654	912	223	28	26	0.0357229
0.01219	663	948	224	28	27	0.051375
0.01221	668	964	225	28	27	0.0680185
0.01223	671	974	226	28	27	0.0833312
0.01225	677	982	226	28	27	0.0880603
0.01227	679	987	227	28	27	0.104503
0.01229	679	988	227	28	27	0.111364
0.01232	685	992	229	28	27	0.142437
0.01234	687	995	230	28	27	0.160798
0.01237	689	997	231	28	27	0.176996
0.01242	689	998	231	28	27	0.176995
0.01283	692	1005	232	29	27	0.191553
0.01285	700	1033	234	30	27	0.226167
0.01287	711	1071	236	31	27	0.263876
0.01289	715	1097	236	31	28	0.259581
0.01291	719	1114	236	31	29	0.258284
0.01293	720	1124	236	31	30	0.259781
0.01295	721	1128	236	31	30	0.261284
0.01297	722	1131	236	31	31	0.265436
0.013	725	1133	237	31	31	0.29308
0.01302	725	1135	237	31	31	0.295755
0.01304	725	1136	237	31	31	0.300863
0.01352	736	1151	241	31	31	0.420204
0.01354	743	1182	239	32	32	0.360829
0.01356	755	1219	241	33	32	0.421696
0.01358	765	1256	241	33	33	0.424282
0.0136	765	1262	241	33	33	0.426878
0.01362	769	1272	242	33	33	0.462002
0.01364	770	1277	242	33	33	0.464619
