Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score
1e-05	46	24	23	2	2	0
0.00068	81	42	40	3	2	0
0.00135	105	55	51	3	3	0
0.00202	122	68	57	4	4	0
0.00204	132	73	62	4	4	0
0.00269	158	94	73	6	4	0
0.00271	165	97	76	6	4	0
0.00273	169	99	78	6	4	0
0.00275	171	100	79	6	4	0
0.00336	185	114	84	6	5	0
0.00338	203	127	90	7	6	0
0.0034	205	129	91	7	6	0
0.00346	208	131	92	7	6	0
0.00403	215	147	92	10	6	0
0.00405	227	169	96	11	6	0
0.00407	233	176	98	11	7	0
0.00409	233	177	98	11	7	0
0.00471	248	202	104	11	7	-0.110445
0.00473	255	214	107	11	8	-0.12268
0.00475	258	217	107	12	11	-0.116404
0.00477	258	218	107	12	11	-0.118017
0.00538	281	242	116	12	12	-0.116208
0.0054	290	260	119	12	12	-0.11287
0.00542	298	266	123	12	12	-0.10125
0.00544	300	269	124	12	12	-0.0891367
0.00605	306	278	126	12	12	-0.0764951
0.00607	314	299	127	12	12	-0.0632921
0.00609	323	307	130	13	12	-0.0592999
0.00611	327	309	132	13	12	-0.0559419
0.00613	329	311	133	13	12	-0.0545317
0.00616	329	312	133	13	12	-0.0531135
0.00673	346	328	137	13	12	-0.0411039
0.00675	368	350	146	13	12	-0.0245413
0.00677	370	357	146	13	12	-0.0132563
0.00679	373	361	147	13	12	-0.00140354
0.00681	376	364	148	13	12	0.014583
0.00683	377	366	148	13	12	0.0258302
0.0069	378	367	148	13	12	0.0292995
0.0074	378	371	148	13	12	0.0327715
0.00742	387	389	149	15	13	0.0297332
0.00744	394	398	152	15	13	0.026781
0.00746	394	401	152	15	13	0.023825
0.00748	394	403	152	15	13	0.0170077
0.00756	394	404	152	15	13	0.00880527
0.00758	394	405	152	15	13	0.000729529
0.00808	402	415	154	15	13	-0.00509782
0.0081	413	439	157	15	14	-0.0066098
0.00812	415	451	156	15	14	-0.00824185
0.00814	415	454	156	15	14	-0.00984398
0.00816	415	456	156	15	14	-0.011448
0.00818	419	459	157	15	14	-0.0130222
0.00822	419	460	157	15	14	-0.01463
0.00876	432	475	159	18	15	-0.0213201
0.00878	441	496	161	18	15	-0.0237575
0.0088	446	505	161	18	15	-0.0235022
0.00882	450	512	162	18	15	-0.0231962
0.00884	453	514	163	18	15	-0.0228872
0.00886	457	517	165	18	15	-0.0208431
0.00888	459	519	166	18	15	-0.0188655
0.00943	463	527	167	19	18	-0.00834216
0.00945	472	551	168	19	19	0.00512727
0.00947	489	572	174	19	19	0.014466
0.00949	490	585	174	19	19	0.0194702
0.00951	490	588	174	19	19	0.0235254
0.00954	490	590	174	19	19	0.0254296
0.00956	492	592	175	19	19	0.0275547
0.00958	494	594	176	19	19	0.0297164
0.00966	494	595	176	19	19	0.0316624
0.00973	495	596	176	19	19	0.0336226
0.01011	502	608	178	20	19	0.0332471
0.01013	512	630	180	23	19	0.0278962
0.01015	523	653	182	25	19	0.0180465
0.01017	532	667	185	25	19	0.009059
0.01019	538	675	187	25	19	0.000863505
0.01021	541	680	188	25	19	-0.0077915
0.01023	541	681	188	25	19	-0.0162249
0.01025	544	683	189	26	19	-0.0262859
0.01034	544	684	189	26	19	-0.0402834
0.0108	553	704	190	27	23	-0.0449364
0.01082	567	732	194	27	26	-0.0390039
0.01084	579	751	197	27	27	-0.0308926
0.01086	584	760	198	27	27	-0.0278401
0.01088	588	767	200	27	27	-0.0202478
0.0109	590	771	201	27	27	-0.0140349
0.01092	592	773	202	27	27	-0.00837122
0.01095	596	776	204	27	27	0.00173222
0.01099	596	777	204	27	27	0.00405248
0.01107	596	778	204	27	27	0.00756754
0.01147	600	791	203	28	27	0.00885312
0.01149	616	826	206	29	28	0.0304739
0.01151	628	857	207	31	29	0.042536
0.01153	638	880	209	31	29	0.0620177
0.01155	644	892	209	32	29	0.0653966
0.01157	648	895	210	32	29	0.0762174
0.01161	649	898	210	32	29	0.0826083
0.01164	652	901	211	32	29	0.0980487
0.01178	652	903	211	32	29	0.0985233
0.01184	652	904	211	32	29	0.0945191
0.01215	657	915	211	32	31	0.0934331
0.01217	674	954	216	35	32	0.143767
0.01219	678	982	216	36	32	0.140421
0.01221	685	1001	218	36	33	0.16838
0.01223	688	1012	219	36	33	0.18364
0.01225	692	1018	220	36	33	0.200354
0.01227	693	1021	220	36	33	0.198932
0.01229	696	1024	221	36	33	0.217193
0.01232	698	1026	221	36	33	0.21674
0.01234	698	1027	221	36	33	0.214081
0.01242	699	1028	221	36	33	0.211647
0.01283	701	1036	221	36	35	0.21302
0.01285	709	1069	222	36	35	0.235405
0.01287	730	1127	223	40	37	0.256685
0.01289	739	1159	224	41	37	0.278779
0.01291	744	1180	224	41	39	0.279236
0.01293	746	1195	223	41	40	0.256468
0.01295	746	1198	223	41	40	0.258331
0.01297	747	1202	223	42	40	0.257041
0.01299	751	1207	223	45	40	0.253355
0.01301	753	1210	224	45	40	0.275084
0.01304	753	1211	224	45	40	0.271343
0.01308	753	1213	223	45	40	0.242999
0.01319	753	1214	223	45	40	0.239284
0.01351	753	1217	223	45	40	0.236115
0.01353	763	1252	225	45	40	0.284458
0.01355	777	1305	226	47	45	0.314042
0.01357	781	1338	226	48	47	0.317785
0.01359	788	1360	227	50	48	0.350319
0.01361	798	1380	229	51	51	0.418286
