Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score
1e-05	20	10	10	2	2	0
0.00068	32	16	16	2	2	0
0.00135	42	21	21	2	2	0
0.00202	61	31	30	3	2	0
0.00204	69	35	34	3	2	0
0.0027	83	44	40	3	3	0
0.00272	87	46	42	3	3	0
0.00337	95	54	45	4	3	0
0.00339	100	58	46	6	3	0
0.00404	107	67	49	7	3	0
0.00406	109	73	50	7	3	0
0.00408	111	74	51	7	3	0
0.00471	118	80	54	7	3	0
0.00473	122	84	56	7	3	0
0.00476	122	85	56	7	3	0
0.00539	134	99	60	8	3	0
0.00541	137	102	61	8	3	-0.172828
0.00606	143	108	64	8	3	-0.301146
0.00608	151	112	67	8	4	-0.371977
0.0061	153	113	68	8	4	-0.438682
0.00616	155	114	69	8	4	-0.490334
0.00673	161	118	72	8	4	-0.540522
0.00675	171	123	77	8	4	-0.59891
0.00677	175	126	78	8	6	-0.60829
0.00683	177	127	79	8	6	-0.611413
0.0069	179	128	80	8	6	-0.602076
0.0074	181	130	81	8	6	-0.58577
0.00742	194	140	85	8	7	-0.55669
0.00744	195	144	84	8	7	-0.525518
0.00746	196	146	84	8	7	-0.491978
0.00748	200	148	86	8	7	-0.455781
0.00756	202	149	87	8	7	-0.423199
0.00809	213	161	89	8	7	-0.376925
0.00811	218	169	89	8	8	-0.312344
0.00813	219	170	89	8	8	-0.238863
0.00815	219	172	89	8	8	-0.18707
0.00818	223	174	91	8	8	-0.131264
0.00829	223	175	91	8	8	-0.0702279
0.00876	230	179	94	8	8	-0.00307061
0.00878	235	189	94	10	8	0.0358573
0.0088	235	192	94	10	8	0.0308982
0.00882	235	195	94	10	8	0.0258963
0.00887	239	197	96	10	8	0.0202735
0.00889	241	198	97	10	8	0.0211157
0.00944	246	208	98	10	8	0.00899765
0.00946	255	221	101	10	8	-0.00281108
0.00948	257	225	102	10	8	-0.014612
0.0095	258	227	102	10	9	-0.00751817
0.00954	258	228	102	10	9	-0.000401127
0.00956	258	229	102	10	9	0.00673929
0.00959	258	230	102	10	9	0.00434861
0.01011	261	233	103	10	9	0.00210766
0.01014	269	239	106	11	10	-0.00510316
0.01016	275	247	108	11	10	-0.018041
0.01019	276	250	108	11	10	-0.0313487
0.01021	277	252	108	11	10	-0.0445231
0.01025	279	253	109	11	10	-0.0417468
0.01034	279	254	109	11	10	-0.0392531
0.0108	285	262	110	12	11	-0.0296975
0.01082	295	275	114	13	11	-0.0304399
0.01084	300	284	116	13	11	-0.0371293
0.01086	302	287	116	13	11	-0.0456925
0.01088	306	291	118	13	11	-0.0518228
0.0109	308	292	119	13	11	-0.0589309
0.01092	310	295	120	13	11	-0.0745631
0.01095	313	296	121	13	11	-0.0897503
0.01097	315	297	122	13	11	-0.104441
0.01147	315	303	122	13	11	-0.121541
0.01149	323	316	124	13	12	-0.11936
0.01151	325	329	124	13	13	-0.113435
0.01153	332	339	126	13	13	-0.0884196
0.01155	333	341	126	13	13	-0.0775199
0.01157	335	343	127	13	13	-0.0609666
0.01165	338	344	128	13	13	-0.0433745
0.01215	339	346	128	14	13	-0.0426556
0.01217	349	360	130	14	13	-0.0262225
0.01219	356	373	132	14	14	0.012349
0.01221	360	378	133	14	14	0.042926
0.01223	360	380	133	14	14	0.0601663
0.01225	362	382	134	14	14	0.098592
0.01227	364	383	135	14	14	0.129664
0.0123	364	384	135	14	14	0.147366
0.01234	366	385	136	14	14	0.186301
0.01237	366	386	136	14	14	0.204746
0.01242	367	387	136	14	14	0.22358
0.01283	369	390	137	14	14	0.258756
0.01285	375	407	138	16	14	0.267901
0.01287	377	420	138	16	15	0.262086
0.01289	379	430	138	16	15	0.256315
0.01291	383	436	139	16	15	0.28106
0.01293	386	443	139	16	15	0.275122
0.01295	386	445	139	16	15	0.283731
