Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score
1e-05	3017	7	7	3005	2	0
0.00068	3017	19	15	2987	4	0
0.00135	3017	28	20	2974	4	0
0.00202	3017	41	23	2961	7	-8.25903
0.00204	3017	42	24	2959	7	-5.25505
0.00269	3017	58	30	2945	8	-4.37372
0.00271	3017	61	31	2943	8	-3.09563
0.00273	3017	63	33	2939	8	-4.13956
0.00337	3017	76	39	2923	11	-2.8059
0.00339	3017	79	41	2919	11	-1.76
0.00341	3017	80	42	2917	11	-0.530266
0.00404	3017	93	44	2912	11	0.92714
0.00406	3017	100	46	2908	11	0.92558
0.00409	3017	101	47	2906	11	0.905619
0.00471	3017	111	51	2896	11	0.916594
0.00473	3017	113	51	2896	11	0.920353
0.00538	3017	126	55	2886	11	0.94843
0.0054	3017	137	55	2886	11	0.965885
0.00542	3017	138	55	2886	11	0.96487
0.00544	3017	139	56	2884	11	0.968733
0.00605	3017	143	57	2880	11	0.967734
0.00607	3017	148	57	2878	11	0.959874
0.00609	3017	149	57	2877	11	0.937794
0.00612	3017	150	58	2875	11	0.915681
0.00673	3017	158	60	2868	11	0.90577
0.00675	3017	166	63	2859	11	0.917888
0.00677	3017	168	63	2857	11	0.931512
0.00681	3017	170	64	2854	11	0.934821
0.00683	3017	173	65	2851	11	0.928289
0.0074	3017	175	66	2849	11	0.915366
0.00742	3017	181	70	2840	11	0.926634
0.00744	3017	186	71	2835	11	0.950805
0.00746	3017	187	71	2835	11	0.954694
0.00749	3017	188	72	2833	11	0.958605
0.00756	3017	189	72	2833	11	0.949116
0.00809	3017	198	74	2825	11	0.960049
0.00811	3017	205	74	2823	11	0.973957
0.00813	3017	206	74	2823	11	0.980912
0.00817	3017	207	74	2823	11	0.969896
0.00829	3017	208	75	2821	11	0.949912
0.00875	3017	210	76	2819	11	0.929918
0.00877	3017	222	79	2810	11	0.937432
0.00879	3017	228	79	2808	11	0.947858
0.00881	3017	229	80	2806	11	0.95836
0.00884	3017	230	81	2804	11	0.494741
0.00887	3017	231	82	2802	11	0.0110628
0.00943	3017	237	82	2800	11	-0.474886
0.00945	3017	244	83	2795	12	-0.154089
0.00947	3017	254	86	2788	12	-0.884703
0.00949	3017	259	87	2785	12	-1.65746
0.01012	3017	263	88	2783	12	-2.46726
0.01014	3017	273	89	2775	15	-1.75987
0.01016	3017	283	93	2766	15	-0.954946
0.01018	3017	285	94	2764	15	-0.0515813
0.01021	3017	288	95	2761	15	0.961542
0.01023	3017	289	95	2760	15	0.961979
0.01025	3017	290	95	2760	15	0.930281
0.0108	3017	301	97	2753	15	0.91042
0.01082	3017	307	99	2749	15	0.897143
0.01084	3017	316	102	2740	15	0.919043
0.01086	3017	322	103	2734	15	0.958479
0.01088	3017	325	104	2732	15	0.991132
0.01091	3017	327	104	2732	15	1.00499
0.01093	3017	328	104	2732	15	0.328242
0.01095	3017	329	105	2730	15	-0.347499
0.01147	3017	333	107	2726	15	-1.02398
0.01149	3017	344	109	2718	17	-0.561925
0.01151	3017	353	109	2717	17	-0.088181
0.01153	3017	365	113	2706	17	0.51996
0.01155	3017	369	114	2704	17	1.11684
0.01158	3017	370	114	2704	17	0.811882
0.01161	3017	372	114	2703	17	0.496396
0.01215	3017	378	114	2700	17	0.152878
0.01217	3017	388	114	2697	18	0.347002
0.01219	3017	402	115	2691	18	0.594134
0.01221	3017	413	120	2680	18	1.0864
0.01223	3017	418	121	2677	18	1.42103
0.01225	3017	420	122	2675	18	1.50743
0.01228	3017	421	121	2675	18	1.44921
0.0123	3017	423	122	2673	18	1.21613
0.01232	3017	426	124	2668	18	0.795902
0.01237	3017	427	124	2667	18	0.233116
0.01283	3017	432	124	2666	19	0.162395
0.01285	3017	444	124	2663	20	0.55111
0.01287	3017	460	124	2661	20	0.960227
0.01289	3017	470	124	2656	20	1.40462
0.01291	3017	479	125	2650	20	1.70993
0.01293	3017	487	125	2650	20	1.71783
0.01295	3017	489	126	2648	20	1.78777
0.01297	3017	492	126	2647	20	1.78933
0.01299	3017	494	127	2644	20	1.83816
0.01302	3017	495	128	2642	20	1.60653
0.01308	3017	497	128	2641	20	1.32677
0.01352	3017	502	130	2637	20	0.859017
0.01354	3017	516	129	2632	21	0.780043
0.01356	3017	528	130	2630	21	0.741147
0.01358	3017	543	132	2623	22	1.1549
0.0136	3017	549	130	2623	22	1.54031
0.01362	3017	557	130	2619	22	1.75498
0.01365	3017	559	130	2619	22	1.97193
0.01372	3017	560	130	2619	22	1.97408
0.01375	3017	561	130	2619	22	1.95469
0.0138	3017	562	130	2619	22	1.9073
0.0142	3017	566	131	2617	22	1.864
0.01422	3017	577	134	2607	22	1.85181
0.01424	3017	596	134	2597	22	1.86337
0.01426	3017	613	136	2589	22	1.90345
0.01428	3017	619	137	2587	22	1.94554
0.0143	3017	625	137	2586	22	1.96883
0.01438	3017	629	136	2585	22	1.97531
0.0144	3017	631	136	2584	22	1.97039
0.01443	3017	633	137	2581	22	0.915309
0.01462	3017	634	138	2579	22	-0.31742
0.01489	3017	638	138	2578	22	-1.55651
0.01491	3017	655	137	2569	27	-1.25245
0.01493	3017	683	138	2558	28	-0.754225
0.01495	3017	698	138	2554	28	-5.03393
0.01497	3017	707	138	2551	29	-9.67296
0.01499	3017	712	139	2548	30	0
